raceId;year;round;circuitId;name;date;time
996;2018;8;34;French Grand Prix;24.06.18;14:10:00
997;2018;9;70;Austrian Grand Prix;01.07.18;13:10:00
998;2018;10;9;British Grand Prix;08.07.18;13:10:00
999;2018;11;10;German Grand Prix;22.07.18;13:10:00
1000;2018;12;11;Hungarian Grand Prix;29.07.18;13:10:00
1001;2018;13;13;Belgian Grand Prix;26.08.18;13:10:00
1002;2018;14;14;Italian Grand Prix;02.09.18;13:10:00
1003;2018;15;15;Singapore Grand Prix;16.09.18;12:10:00
1004;2018;16;71;Russian Grand Prix;30.09.18;11:10:00
1005;2018;17;22;Japanese Grand Prix;07.10.18;05:10:00
1006;2018;18;69;United States Grand Prix;21.10.18;18:10:00
1007;2018;19;32;Mexican Grand Prix;28.10.18;19:10:00
1008;2018;20;18;Brazilian Grand Prix;11.11.18;17:10:00
1009;2018;21;24;Abu Dhabi Grand Prix;25.11.18;13:10:00
1010;2019;1;1;Australian Grand Prix;17.03.19;05:10:00
1011;2019;2;3;Bahrain Grand Prix;31.03.19;15:10:00
1012;2019;3;17;Chinese Grand Prix;14.04.19;06:10:00
1013;2019;4;73;Azerbaijan Grand Prix;28.04.19;12:10:00
1014;2019;5;4;Spanish Grand Prix;12.05.19;13:10:00
1015;2019;6;6;Monaco Grand Prix;26.05.19;13:10:00
1016;2019;7;7;Canadian Grand Prix;09.06.19;18:10:00
1017;2019;8;34;French Grand Prix;23.06.19;13:10:00
1018;2019;9;70;Austrian Grand Prix;30.06.19;13:10:00
1019;2019;10;9;British Grand Prix;14.07.19;13:10:00
1020;2019;11;10;German Grand Prix;28.07.19;13:10:00
1021;2019;12;11;Hungarian Grand Prix;04.08.19;13:10:00
1022;2019;13;13;Belgian Grand Prix;01.09.19;13:10:00
1023;2019;14;14;Italian Grand Prix;08.09.19;13:10:00
1024;2019;15;15;Singapore Grand Prix;22.09.19;12:10:00
1025;2019;16;71;Russian Grand Prix;29.09.19;11:10:00
1026;2019;17;22;Japanese Grand Prix;13.10.19;05:10:00
1027;2019;18;32;Mexican Grand Prix;27.10.19;19:10:00
1028;2019;19;69;United States Grand Prix;03.11.19;19:10:00
1029;2019;20;18;Brazilian Grand Prix;17.11.19;17:10:00
1030;2019;21;24;Abu Dhabi Grand Prix;01.12.19;13:10:00
1031;2020;1;70;Austrian Grand Prix;05.07.20;13:10:00
1032;2020;2;70;Styrian Grand Prix;12.07.20;13:10:00
1033;2020;3;11;Hungarian Grand Prix;19.07.20;13:10:00
1034;2020;4;9;British Grand Prix;02.08.20;13:10:00
1035;2020;5;9;70th Anniversary Grand Prix;09.08.20;13:10:00
1036;2020;6;4;Spanish Grand Prix;16.08.20;13:10:00
1037;2020;7;13;Belgian Grand Prix;30.08.20;13:10:00
1038;2020;8;14;Italian Grand Prix;06.09.20;13:10:00
1039;2020;9;76;Tuscan Grand Prix;13.09.20;13:10:00
1040;2020;10;71;Russian Grand Prix;27.09.20;11:10:00
1041;2020;11;20;Eifel Grand Prix;11.10.20;13:10:00
1042;2020;12;75;Portuguese Grand Prix;25.10.20;12:10:00
1043;2020;13;21;Emilia Romagna Grand Prix;01.11.20;12:10:00
1044;2020;14;5;Turkish Grand Prix;15.11.20;10:10:00
1045;2020;15;3;Bahrain Grand Prix;29.11.20;14:10:00
1046;2020;16;3;Sakhir Grand Prix;06.12.20;17:10:00
1047;2020;17;24;Abu Dhabi Grand Prix;13.12.20;13:10:00
